sampler,metric,value
legacy_rectangular_global,polar_fraction_abs_lat_ge_60,0.333251953125
legacy_rectangular_global,equatorial_fraction_abs_lat_le_30,0.333251953125
legacy_rectangular_global,lat_bin_max_over_min,1.0021978021978022
legacy_rectangular_global,sin_lat_bin_max_over_min,3.0481099656357387
spherical_surface_global,polar_fraction_abs_lat_ge_60,0.1337890625
spherical_surface_global,equatorial_fraction_abs_lat_le_30,0.5
spherical_surface_global,lat_bin_max_over_min,5.892561983471074
spherical_surface_global,sin_lat_bin_max_over_min,1.0021978021978022
