run_id,git_sha,timestamp,params,cohort,total_checked,failed_lat_local,failed_lon_local,failed_depth_m,failed_gaussian_variance,failed_mt_norm,power_disabled_count,enabled_count,checked_count,finite_pred_count,reject_fraction
stage0_runtime_gating_smoke,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T22:30:02.000147+00:00,events=350;source=ta_array_domain,full_domain,3150,0,681,2025,0,2997,3111,39,3150,0,0.9876190476190476
stage0_runtime_gating_smoke,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T22:30:02.000147+00:00,events=350;depth_km=5..20;mw=4.95..5.05,synthetic_in_domain,3150,0,0,0,0,0,0,3150,3150,0,0.0
